UserID,session_time_seconds,top_banner_image_click,last_minute_deals_click,best_sellers_click,christmas_menu_click,new_releases_click,product_image_click,frequently_bought _together_click,more_items_click,reviews_click,subscribe_save_click,one_time_checkout,add_to_basket,returning_user,purchased,repeat_purchaser
61a6-av09b7b3-61a6-4246-b8c7-401836,2,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0
354d-av09c721-354d-467d-b294-484213,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
4aa0-av0a1205-4aa0-426d-8a69-9667,2,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0
9830-av0a172b-9830-477a-830b-125124,55,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0
5150-av0a236b-5150-4ac2-b155-225582,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
av05-av0a3aa5-av05-43c7-a794-480492,4,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1
7657-av0a73d2-7657-41e6-b7d4-232956,55,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1
8463-av0a9692-8463-46bc-a5b0-694917,33,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
a339-av0ac5av-a339-42b1-a8b2-814889,2,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0
a6b9-av0ac622-a6b9-4d46-8c4a-799597,2,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0
6957-av0add27-6957-47c3-9c63-199125,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
b720-av0a7c8d-b720-4017-9295-603405,2,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0
6425-av0b0969-6425-4da1-a986-69280,2,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0
73d6-av0b214c-73d6-4b33-89d7-332336,2,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0
7047-av0b2a75-7047-4d71-aav1-156109,66,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0
3bbc-av0b3d48-3bbc-4877-a7b7-262010,2,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0
1c60-av0b46d6-1c60-4646-8855-471292,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
0004-av0bacc6-0004-4360-8387-62153,2,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0
4a00-av0bd30c-4a00-4073-9a4d-643153,55,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0
a6d8-av0c4a96-a6d8-48c7-8650-472958,2,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0
13a1-av0c4bd2-13a1-4a57-8988-637899,4,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
c000-av0c7252-c000-4a57-b456-915502,55,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
5007-av0cb35b-5007-4c16-8a58-204216,33,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
d750-av0cb737-d750-4335-9ad8-5229,2,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0
cb98-av0cc8a0-cb98-435c-8253-140836,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
08b2-av0c6890-08b2-496b-9972-674469,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1e26-av0d02ad-1e26-4a0d-8373-8823,2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
4602-av0d80a6-4602-4cc4-b4ab-989406,2,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0
76b5-av0d86a5-76b5-4187-82b1-18167,2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
a516-av0742b4-a516-4a73-a622-855080,2,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0
6417-av07a396-6417-4a77-bd77-137859,2,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0
258d-av07d0a8-258d-4077-a337-711786,2,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
c860-av063740-c860-485c-b7a6-881060,2,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
ab4a-av067524-ab4a-468b-a929-84597,2,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0
15ca-av06ad42-15ca-467d-8b8c-170784,66,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
57a4-av0av381-57a4-4147-bc69-348972,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4b77-av0av5a5-4b77-4803-a967-691309,2,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0
3641-av067775-3641-436a-a71e-465173,2,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0
cad5-av01e4d7-cad5-4365-8bb3-351581,55,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0
69d0-av10229c-69d0-41ad-a7aa-396834,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1682-av10bdc6-1682-4257-b872-703644,4,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
1c84-av112085-1c84-4d96-bd06-438110,55,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1
7480-av1123c8-7480-4906-8477-589550,33,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0
7ddb-av115772-7ddb-4311-a4d2-942661,2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1
4b67-av111ed7-4b67-4148-b7a6-220017,2,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0
60aa-av1231cd-60aa-4789-b703-742391,2,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
b1c8-av1238cb-b1c8-43b2-a237-411721,2,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0
9494-av124679-9494-427b-8935-96756,2,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0
d1e6-av127256-d1e6-4676-8b48-612848,2,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
9058-av12b23b-9058-4c1e-a032-667734,2,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0
c9ad-av1277d1-c9ad-4741-8b8d-564997,2,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0
ab48-av12ava8-ab48-403d-b868-346427,2,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
084d-av131674-084d-40c6-ad77-39962,2,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0
5714-av133cc7-5714-46db-b616-8170,2,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0
6a09-av1374a5-6a09-4d49-ac6b-450032,66,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
av62-av137aa1-av62-4b36-bdcb-883669,2,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0
7a97-av13ca00-7a97-4563-b392-680532,2,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
71e2-av137679-71e2-4262-b7d0-550648,2,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
0d10-av143b56-0d10-470c-8c87-344531,55,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0
d6d3-av145a12-d6d3-4728-8774-115108,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7a79-av147d4a-7a79-b13d-bca5-569562,4,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
8099-av14b91c-8099-b157-8bd2-233907,55,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0
a56b-av1469a6-a56b-4672-974d-30764,33,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7968-av1515b1-7968-484d-8b24-900637,2,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0
0782-av155779-0782-4b17-8362-731583,2,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0
3692-av15avb7-3692-4739-b8a6-691511,2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
15d7-av156dac-15d7-4db3-bd5a-950762,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
6113-av15929b-6113-4bc0-9015-523326,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
617d-av15b4a9-617d-4880-9788-939331,100,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
76d2-av167869-76d2-4c69-a8bb-756711,5,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
7121-av167b25-7121-4778-9bc1-787941,2,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
6035-av16ba3b-6035-4155-aab2-236866,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0
a805-av11e272-a805-4117-ab56-659010,34,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
72cb-av171528-72cb-43b2-aacd-881454,7,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
6a92-av171d9c-6a92-4036-b25c-824897,43,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
ac1e-av172b17-ac1e-4a18-ba14-341265,22,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0
d9d9-av176bc5-d9d9-b155-b155-795724,11,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
33da-av177156-33da-4av1-88ab-215620,24,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
0c87-av1798d9-0c87-4c45-b194-300134,32,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0
63c4-av177262-63c4-4c36-b05c-807467,44,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
69b5-av176243-69b5-4250-a2d9-675396,11,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
5062-av181dc1-5062-4b82-9499-213913,88,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0
773b-av1834aa-773b-4297-92c4-766711,22,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
dbca-av184877-dbca-4268-867d-470604,33,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0
7798-av186d37-7798-4716-8588-255214,2,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0
236d-av18738b-236d-4775-9511-790598,299,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1
1b10-av18c1e1-1b10-4161-89bb-517117,188,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0
b2b4-av1875a4-b2b4-42b7-91ea-783969,77,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
a936-av190387-a936-473d-bb76-11144,2,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0
675a-av196dc0-675a-4761-b318-507297,6,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
6230-av1973cd-6230-487c-89c8-330495,55,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
c1e2-av197775-c1e2-40c5-80c5-241863,21,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
7738-av19ab91-7738-4747-a1ca-138139,3,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0
4c50-av19c304-4c50-47av-91a5-505075,3,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
21e9-av19da73-21e9-46d5-a812-222654,43,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0
8a54-av1977c0-8a54-4c27-973d-631220,3,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
4207-av196316-4207-4b3d-b268-934458,43,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0
1a7a-av1a30a6-1a7a-407d-9cb0-831818,77,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
4612-av1a4947-4612-4916-90a2-383442,5,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1763-av1a8976-1763-4827-a155-728867,66,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0
d950-av1a9614-d950-4avd-bd78-35509,77,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
4abb-av1ab690-4abb-b1d7-bd71-621069,2,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
70d7-av1b1420-70d7-4061-9b1c-274163,2,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0
9206-av1b1559-9206-429b-82c7-441011,6,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0
1464-av1b1a0b-1464-47b3-8701-16850,33,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1
b988-av1b1b45-b988-4191-8dd4-148584,7,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
3877-av1b7981-3877-4364-8c76-892187,77,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
6014-av1ba304-6014-b187-b757-923309,5,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
cd05-av1bc0cc-cd05-b124-9658-865053,11,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0
919b-av1b6963-919b-41ed-8b9c-948279,34,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
4d62-av1c0536-4d62-4b0a-b358-278620,88,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
4377-av1c0837-4377-4867-a363-852328,88,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0
aa69-av1c270b-aa69-4122-86b9-530265,3,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0
1117-av1c9352-1117-43cc-a587-317125,3,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
8395-av1c9c39-8395-4a24-97a7-950976,34,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0
49c7-av1c7b18-49c7-40c4-8461-846078,23,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
d74d-av1d11e8-d74d-4a18-ab73-172480,88,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
1e57-av1d2c1e-1e57-4946-add5-399723,99,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
22b6-av1d42c0-22b6-4d86-9154-300718,2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
ca7b-av1d476d-ca7b-4c64-8b56-593494,2,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0
d2d7-av1db2ca-d2d7-4784-a794-543931,65,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1
5039-av1db9b5-5039-4951-83db-520022,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0
6baa-av1dc06b-6baa-437d-8497-434322,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
5d7c-av1d1e68-5d7c-47c7-82d3-141072,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
b4d6-av1d6a76-b4d6-4605-b406-961348,54,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0
2610-av17b53a-2610-4088-ad9b-858921,34,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1
2c9a-av17c425-2c9a-4033-973c-596882,54,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
da87-av176246-da87-4c57-b74b-21591,3,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0
b896-av1621e7-b896-4a99-a568-82408,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
2b59-av165973-2b59-467b-a136-495130,3,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1
7a65-av11e894-7a65-4c18-bb84-76465,53,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0
57c1-av167dc5-57c1-40d7-85c9-220315,2,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
1cb7-av16b406-1cb7-4612-8cc3-58856,43,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
8984-av16bca9-8984-4739-acb7-735937,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
8aa4-av1av468-8aa4-4a69-b139-378031,88,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0
4ac4-av201258-4ac4-4825-9381-48330,54,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0
6942-av205b47-6942-4caa-8d25-285064,2,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0
a326-av211av3-a326-4624-a356-663492,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
c656-av212dda-c656-49d1-b474-507723,99,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0
658c-av213ba7-658c-b146-baa9-275788,76,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0
c6d5-av214393-c6d5-4c6b-b471-128829,134,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0
c16a-av217ba6-c16a-4930-b287-636162,4,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1
cc77-av219246-cc77-4717-9a96-623531,98,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
0917-av21acaa-0917-414b-86d8-579749,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
7b04-av21b090-7b04-4826-9551-489025,2,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0
7c68-av21c311-7c68-4168-81c8-653306,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d81d-av217537-d81d-4c47-8646-997736,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5707-av220915-5707-47a0-8409-225401,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3491-av221c6b-3491-4784-9d09-540198,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a97-av2285a2-2a97-4819-8d69-777291,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0c32-av22adac-0c32-47c2-8b79-319258,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b672-av2269d2-b672-4c62-8764-371858,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0061-av230av2-0061-40a6-8092-467076,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7a1e-av2311eb-7a1e-4626-b7b1-886830,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2c7-av231690-a2c7-4256-8a61-158495,22,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1
1e71-av233136-1e71-46d1-87c2-877920,65,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
c42b-av234940-c42b-4567-9746-947994,66,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
0542-av2371e9-0542-41e8-b712-578276,2,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
021c-av24321d-021c-4063-8d97-466130,2,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0
68b7-av243933-68b7-4aad-ac60-575156,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
dc1a-av243649-dc1a-479c-b74c-537801,55,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
0747-av2b136d-0747-4cb0-911e-903334,2,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0
aa73-av246064-aa73-4730-a24a-112792,4,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
8060-av246190-8060-4874-8a72-991580,55,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
7323-av24avb0-7323-4caa-ac92-276216,33,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
c723-av248957-c723-4706-916a-979427,2,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0
3694-av2495cc-3694-4536-b374-614906,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3736-av24a0d1-3736-4921-b569-386629,2,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0
1a46-av24b47c-1a46-4d1e-983d-845251,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2a06-av24d783-2a06-4817-a557-251658,2,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0
5974-av2531b8-5974-496d-88b6-127335,2,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
51ea-av25373a-51ea-47a2-a208-3504,66,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
56b3-av254372-56b3-4da3-b303-315820,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
d084-av25b6a6-d084-46b5-a1bd-444414,2,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
a97d-av25d95d-a97d-4979-b878-282513,2,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
272d-av256746-272d-b1d6-9c6b-260758,55,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
cb13-av26121d-cb13-40b4-aavd-160667,2,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0
cav3-av261b93-cav3-4090-b07d-604116,4,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0
6018-av263ca7-6018-4d55-a636-891083,55,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
5a6b-av26471b-5a6b-4190-b5bb-651059,33,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0
b572-av2657a0-b572-43a9-97da-346332,2,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0
3637-av2675b3-3637-407d-a953-263780,2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
08d4-av267d75-08d4-4b8c-b339-776621,2,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0
2568-av26999d-2568-499b-98da-504968,2,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0
6d47-av2av87a-6d47-4173-bc56-651231,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4771-av267a1c-4771-49b6-a6b3-616773,2,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0
dd31-av2756d7-dd31-4547-bb51-684815,2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
90a3-av2785av-90a3-4cd3-a061-462892,2,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0
c589-av279463-c589-4882-90aa-246432,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
8ad7-av276022-8ad7-417d-8065-717096,2,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0
64d4-av281305-64d4-46d6-9b67-206365,2,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1
5140-av284736-5140-4a63-ad86-50886,66,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
1c77-av285cb3-1c77-49a3-b14a-806954,2,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0
ba90-av28avav-ba90-40b6-ba27-498005,2,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
258d-av288473-258d-4561-98cd-46820,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
6540-av28bb5b-6540-4a41-83b0-716754,55,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0
7a76-av28c519-7a76-b160-870a-648887,2,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
4av7-av295637-4av7-479b-a9bc-740767,4,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
b199-av296700-b199-4372-9aab-363133,55,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0
39bb-av2983d2-39bb-4654-9c55-247364,33,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0
17b8-av29c19a-17b8-470d-b543-389619,2,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0
71eb-av29cca5-71eb-4657-8b06-955246,2,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0
4a06-av2a0470-4a06-416b-a21e-54989,2,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0
a801-av2a25d6-a801-4218-a87c-681607,2,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0
c9b1-av2a3b76-c9b1-496a-91e6-664424,2,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0
d53c-av2a3ccd-d53c-b11b-ad37-318213,2,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0
457c-av2a4d81-457c-4ad7-a461-804750,2,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0
6aa6-av2a6ba9-6aa6-b10d-9d56-291565,2,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
4084-av2a7914-4084-4cd6-95c4-513431,2,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
3979-av2aa830-3979-477b-acav-734904,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
5a62-av2b4b85-5a62-4a98-a6bb-186798,2,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0
7686-av2b7b95-7686-41c4-bb85-521979,66,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
d7a7-av2b8707-d7a7-4c74-8a6b-146806,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1d5a-av2bcb7b-1d5a-4c3d-8dc9-935877,2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
318b-av2bd1ac-318b-4636-8c35-693576,2,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0
a539-av2c2b02-a539-472b-9cd3-852091,55,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
bda6-av2c426d-bda6-427a-80b9-84157,2,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0
1699-av2c6a20-1699-4648-b54b-236616,4,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
3765-av2c88c2-3765-4db6-a0b3-338923,55,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
7371-av2c8c84-7371-4c76-b09c-771429,33,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1
726d-av2c9367-726d-4048-8426-10623,2,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0
08bd-av2cc351-08bd-4013-a786-942811,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
57d6-av2cd140-57d6-4072-822a-458807,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
8810-av2c7161-8810-4911-a01e-691454,2,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0
6955-av2c656b-6955-4a97-bbb4-812750,2,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0
694d-av2d1ab2-694d-4712-b15b-917699,100,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0
6bda-av2d2077-6bda-4701-ad7a-90559,5,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
b56a-av2d2978-b56a-4d67-9937-577561,2,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
41ad-av2d360c-41ad-470c-9850-457997,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
ac41-av2db17a-ac41-47c1-8b38-860820,34,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
7c74-av2d6ac3-7c74-4a6a-baa6-754005,7,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0
3362-av2d7629-3362-4302-8711-173107,43,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0
7837-av2dca1e-7837-4b71-b6d8-735207,22,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
4613-av2d7476-4613-4624-a198-790704,11,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0
ava3-av271774-ava3-4903-8001-107279,24,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0
8872-av272791-8872-43c3-816d-607631,32,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
7db4-av27a7b6-7db4-439c-a836-546746,44,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0
46a2-av27a946-46a2-4b24-9ad9-272899,11,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0
dbb2-av27d51b-dbb2-4619-8696-524740,88,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
6502-av27d872-6502-4814-87ab-50652,22,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0
2089-av27677d-2089-4655-8682-917602,33,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1
a698-av2769ca-a698-4957-a3b6-288209,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
7734-av260916-7734-4776-9a46-835101,299,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
a4da-av26169d-a4da-4782-9953-892933,188,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
53b6-av263947-53b6-481e-9a77-905962,77,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
9764-av21e714-9764-4c01-9177-722332,2,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0
6363-av21e748-6363-42bd-8727-176176,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5c23-av21eac8-5c23-4762-b892-319713,55,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
5b7b-av21ec31-5b7b-b137-8daa-80200,21,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0
6775-av267755-6775-b1ad-9cd2-824383,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
